ID1,ID2,EdgeType,Score,Annotation
3224,3247,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9730
3232,3238,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9748
3232,3236,MS1 annotation,3.000,[M+NH4]+ [M+K]+ dm/z=20.9300
3232,3236,MS1 annotation,3.000,[M+H]+ [M-NH3+K]+ dm/z=20.9300
3236,3238,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
3236,3238,MS1 annotation,3.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9552
3247,3303,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
3247,3303,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9554
3263,3280,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9816
3263,3278,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0263
3263,3280,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9816
3263,3278,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0263
3278,3280,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
3278,3280,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
3288,3291,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
3288,3291,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9820
3353,3358,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
3405,3408,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
3405,3408,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9926
3446,3453,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
3446,3461,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
3446,3453,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9818
3446,3461,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
3453,3461,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
3453,3461,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9552
3489,3490,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
3503,3510,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9924
3503,3510,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9924
3524,3528,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
3529,3554,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
3545,3551,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9550
3545,3551,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
3569,3570,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9547
3569,3570,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9547
3578,3586,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9821
3578,3586,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9821
3586,3588,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
3586,3588,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9553
3614,3620,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
3614,3620,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
