CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
22343	26746	6	0.9381	0.000
23422	23642	6	0.9228	172.014
21259	21886	6	0.8925	0.000
23457	26746	6	0.9338	-0.000
23233	23443	6	0.9123	-2.016
21855	23763	6	0.9153	-0.001
23450	23608	6	0.9315	-0.000
22911	22912	6	0.8979	18.011
22544	23560	6	0.9223	0.000
23426	24635	6	0.9275	-0.001
22854	23763	6	0.9688	-0.001
27289	27326	6	0.9218	-0.000
23607	23608	6	0.8835	-18.011
23450	24261	6	0.912	-28.032
22854	23037	6	0.894	-15.995
22352	22946	6	0.9057	144.043
23058	23233	6	0.9256	-0.000
21259	21973	6	0.9054	0.000
23426	26592	6	0.8821	-10.059
27333	28094	6	0.9219	0.001
22957	26746	6	0.9236	-0.000
22544	22854	6	0.9067	15.995
22565	23099	6	0.912	0.000
23547	23560	6	0.8865	14.015
22680	23460	6	0.888	46.005
23560	25840	6	0.8906	-0.000
22504	22912	6	0.8865	88.017
23592	24314	6	0.9042	-0.000
22683	26932	6	0.9161	-0.001
21973	22544	6	0.9152	-28.032
19143	20683	6	0.9149	18.010
23233	26746	6	0.9205	-0.000
22957	23233	6	0.9346	0.000
22331	24191	6	0.9092	-0.001
22352	22505	6	0.8952	-18.011
22538	26592	6	0.8825	33.968
22975	23763	6	0.9434	-0.001
27333	27432	6	0.8925	260.214
22342	22680	6	0.8896	12.996
22817	23449	6	0.8825	145.026
22817	24314	6	0.8938	260.029
22975	24520	6	0.8893	-15.995
22815	23443	6	0.9344	-0.000
26746	26932	6	0.9133	-0.000
23763	24191	6	0.9343	0.001
22343	22683	6	0.9472	0.001
22538	23592	6	0.899	18.011
22842	23457	6	0.9194	-0.000
26932	27289	6	0.9053	0.001
22343	22367	6	0.9138	-260.030
22941	23064	6	0.8866	0.001
27326	27432	6	0.9072	0.000
23058	23765	6	0.8997	-0.002
22544	23763	6	0.8981	15.995
23850	24521	6	0.9305	-0.000
23457	27289	6	0.921	0.000
26724	28094	6	0.9001	-28.029
23422	23646	6	0.9017	-0.000
23427	23664	6	0.9617	-0.001
22387	22749	6	0.9272	-2.015
23449	23599	6	0.8887	-0.001
23099	23850	6	0.8874	-28.032
27325	28094	6	0.9082	0.000
26932	27326	6	0.9145	0.000
22343	22815	6	0.9144	-2.015
22505	23460	6	0.9006	134.022
22544	23099	6	0.9168	0.000
22342	22387	6	0.9255	43.990
26724	27325	6	0.8936	-28.030
22749	22815	6	0.912	141.019
23233	26932	6	0.9045	-0.000
22342	27290	6	0.9034	185.010
22343	27289	6	0.9238	0.000
23422	23426	6	0.9327	172.014
22387	23457	6	0.9104	141.020
22565	23763	6	0.8921	15.994
22911	22941	6	0.8809	57.010
27326	27987	6	0.9035	0.000
22544	23547	6	0.9259	-14.015
22749	23443	6	0.9284	141.019
22957	23457	6	0.943	0.000
22815	23592	6	0.9074	-0.001
22975	23560	6	0.8875	-15.995
22957	27326	6	0.9201	0.000
22505	23064	6	0.8891	145.027
23449	23450	6	0.9158	17.026
23457	27326	6	0.9294	0.000
22505	22946	6	0.9015	162.053
22817	23592	6	0.8986	260.029
22817	23443	6	0.9222	260.030
26952	27333	6	0.8988	141.018
22683	27326	6	0.9433	-0.000
22352	22912	6	0.8856	88.017
27325	27333	6	0.9017	-0.000
23099	23106	6	0.9178	-18.011
23233	27326	6	0.9157	0.000
23422	24635	6	0.8913	172.013
23443	24314	6	0.9266	-0.001
22343	23058	6	0.9113	0.000
21855	22854	6	0.9232	0.000
22946	23450	6	0.8904	-2.016
22544	23850	6	0.8958	-28.031
22683	26746	6	0.9286	-0.001
22367	22957	6	0.9121	260.030
22387	27289	6	0.8989	141.020
22367	22387	6	0.9146	119.010
23642	24635	6	0.9277	-0.000
21855	22975	6	0.9058	0.000
23599	23608	6	0.9041	17.027
22505	23066	6	0.883	162.053
22504	23066	6	0.9075	144.043
22387	22680	6	0.9028	-30.994
19143	20522	6	0.9486	-0.000
22343	23457	6	0.9321	0.000
23447	23608	6	0.8841	-18.011
22565	23560	6	0.9233	0.000
25840	27504	6	0.8845	0.000
22854	24191	6	0.9325	-0.000
22941	22946	6	0.9158	17.027
22946	23064	6	0.9084	-17.026
26952	28094	6	0.9184	141.019
26932	27432	6	0.9116	0.000
22505	22941	6	0.8891	145.027
27432	28094	6	0.8926	-260.214
22343	27326	6	0.9235	0.000
22815	24314	6	0.9161	-0.001
26746	27432	6	0.9196	0.000
22683	23457	6	0.9364	-0.000
22565	23850	6	0.9215	-28.031
22367	22817	6	0.9053	-2.015
22504	22946	6	0.8926	144.043
23037	23560	6	0.892	-0.000
22941	23066	6	0.8857	17.027
23427	23646	6	0.9319	-18.011
22387	22683	6	0.9243	141.020
22749	22817	6	0.9295	-119.010
22854	22975	6	0.9494	-0.000
22749	23592	6	0.9005	141.018
22683	23443	6	0.9139	-2.016
22683	22957	6	0.9285	-0.000
22975	24191	6	0.9177	-0.000
23058	27289	6	0.9001	0.000
22565	23037	6	0.9188	0.000
23449	24227	6	0.8962	-28.032
22683	27289	6	0.9354	-0.000
22842	23233	6	0.9224	-0.000
23646	23664	6	0.9259	18.011
22544	22565	6	0.9768	0.000
23064	23066	6	0.9175	17.026
22505	22911	6	0.888	88.017
14992	16144	7	0.8845	130.027
15537	17639	7	0.959	-0.000
10438	19843	7	0.8929	34.005
19091	19414	7	0.9261	0.000
15537	18680	7	0.9202	-86.073
19721	19843	7	0.9564	0.000
16011	16220	7	0.941	-0.000
17534	17570	7	0.9382	94.042
17120	20185	7	0.8677	15.995
15741	16997	7	0.8853	-40.031
17639	20810	7	0.9016	15.995
10438	11808	7	0.8668	-38.016
15905	16220	7	0.9431	0.003
10438	17277	7	0.8999	-68.063
15741	16011	7	0.9606	-0.000
15741	17570	7	0.9191	54.010
14992	19582	7	0.901	13.979
17469	20640	7	0.8944	13.979
12266	20640	7	0.9048	34.005
16205	16220	7	0.937	0.003
11808	19721	7	0.9019	72.021
15366	17277	7	0.8938	-86.073
17277	19582	7	0.9246	102.068
18085	18650	7	0.9087	102.068
19414	19843	7	0.9057	-0.000
19582	19843	7	0.9104	0.000
19377	19582	7	0.9555	448.230
11808	19843	7	0.9048	72.021
16997	17570	7	0.8882	94.042
19377	19414	7	0.9517	448.230
19582	19721	7	0.8909	-0.000
18650	20185	7	0.8848	46.042
17469	17639	7	0.9441	-2.015
16997	18113	7	0.8864	26.015
15741	17857	7	0.9078	54.010
19582	20640	7	0.9089	46.042
14261	19403	7	0.8993	0.022
11808	14992	7	0.8672	58.042
12266	15537	7	0.9411	18.011
10438	13723	7	0.9149	18.010
13723	19843	7	0.8911	15.995
15741	15905	7	0.934	-0.004
19414	19582	7	0.9802	-0.000
13723	19582	7	0.9281	15.995
18765	19843	7	0.9112	0.036
19377	19843	7	0.9062	448.230
17534	18085	7	0.8902	-46.042
14039	15366	7	0.8867	0.000
16011	16205	7	0.9511	-0.003
10438	19721	7	0.8818	34.005
15537	17469	7	0.9259	2.015
15366	16144	7	0.903	132.043
17570	18113	7	0.8832	-68.026
13292	16144	7	0.9236	132.043
16997	19843	7	0.9061	56.026
13723	19414	7	0.9243	15.996
13292	15366	7	0.8901	0.000
15741	16220	7	0.9396	-0.000
13723	15366	7	0.9303	0.000
14992	15366	7	0.8928	-2.015
16303	17534	7	0.9612	-0.001
13509	18113	7	0.8735	-62.073
13723	14992	7	0.9152	2.016
19091	19582	7	0.9268	-0.000
15537	20640	7	0.9576	15.995
16220	17570	7	0.9028	54.010
16997	18085	7	0.9022	-46.042
10438	19414	7	0.9119	34.005
17639	20640	7	0.9209	15.995
16303	16997	7	0.9034	-0.000
15905	16205	7	0.9356	0.001
17534	19721	7	0.892	56.026
12266	17469	7	0.8849	20.026
13292	13723	7	0.8757	-0.000
13723	17277	7	0.9085	-86.073
15537	20810	7	0.893	15.995
18650	19721	7	0.8776	-0.000
17534	18113	7	0.8828	26.016
10438	19582	7	0.9166	34.005
10438	16997	7	0.8857	-22.021
12266	17639	7	0.9289	18.010
19377	19721	7	0.8873	448.230
18650	19843	7	0.8895	0.000
19414	20640	7	0.9066	46.042
11808	13218	7	0.9355	0.000
12266	18680	7	0.8981	-68.062
15741	16205	7	0.9382	-0.003
19414	19721	7	0.8862	-0.001
10438	14992	7	0.8934	20.026
17277	19414	7	0.9278	102.069
15741	18085	7	0.881	-86.074
18680	20640	7	0.8901	102.068
15905	16011	7	0.9433	0.003
10438	13292	7	0.8881	18.010
11808	17534	7	0.9078	15.995
20640	20810	7	0.9016	-0.000
15741	17534	7	0.9034	-40.032
16997	17534	7	0.9408	-0.000
14261	16220	7	0.9101	0.000
11808	16997	7	0.9087	15.995
16220	19403	7	0.8838	0.022
14992	19414	7	0.8979	13.980
14261	15366	7	0.8705	-0.000
13723	15537	7	0.9024	46.043
16205	19403	7	0.8987	0.025
16997	19721	7	0.8991	56.025
14992	17277	7	0.8897	-88.089
11808	16220	7	0.8912	56.027
17639	18680	7	0.8942	-86.073
13723	17639	7	0.8955	46.042
11808	15741	7	0.9052	56.027
24476	24478	8	0.7013	-28.031
24478	24913	8	0.7223	-13.980
25364	25365	8	0.7381	-35.037
23834	24765	8	0.7364	-102.032
24765	25623	8	0.7439	-42.009
25419	25775	8	0.7203	-13.980
24913	26500	8	0.721	29.975
24418	25365	8	0.7421	-28.031
24913	25775	8	0.8747	-28.031
24650	24913	8	0.7213	-86.037
23834	23835	8	0.799	-18.010
25624	26500	8	0.9055	-28.031
24652	25644	8	0.7685	-28.031
23223	24003	8	0.8615	-28.032
23053	23054	8	0.8235	-18.011
24661	25623	8	0.9482	-28.030
24650	24652	8	0.7922	-28.031
24650	26500	8	0.9336	-56.062
24406	25364	8	0.9178	-28.032
24913	25624	8	0.7082	58.006
23223	25189	8	0.8645	-56.063
24650	25624	8	0.8979	-28.031
24765	25364	8	0.7694	44.026
24766	25624	8	0.702	-42.009
24476	24913	8	0.7546	-42.011
23054	23835	8	0.7857	-28.032
24765	24766	8	0.7242	-35.037
24650	25162	8	0.7512	-42.009
24406	24418	8	0.8691	-35.037
24003	25189	8	0.9028	-28.031
24650	24661	8	0.8897	35.037
23834	24003	8	0.7574	26.016
25012	25775	8	0.7181	-42.012
25623	25624	8	0.8521	-35.038
24478	25419	8	0.754	-28.031
23053	23834	8	0.8937	-28.033
23053	23223	8	0.7602	26.015
24406	24765	8	0.7568	-72.058
11929	13938	9	0.8906	0.000
12249	12431	9	0.8445	0.000
11929	12431	9	0.8342	0.000
11929	12249	9	0.9405	0.000
12249	13938	9	0.8837	-0.000
8590	9938	10	0.9086	0.074
9843	15008	10	0.8219	16.999
9843	9938	10	0.9148	0.074
8601	9843	10	0.8437	-1.004
9860	15008	10	0.8644	15.995
8590	10856	10	0.8099	-29.007
8428	8553	10	0.7926	-15.994
7054	8590	10	0.7336	161.049
8342	9205	10	0.8778	-14.015
9843	10856	10	0.8059	-29.007
9620	15008	10	0.8331	46.006
8601	15008	10	0.8123	15.995
8590	9860	10	0.8442	1.003
9620	9860	10	0.8819	30.010
8342	15008	10	0.9191	31.990
8601	9620	10	0.8599	-30.011
7084	9620	10	0.9494	-14.016
9860	9906	10	0.981	0.074
7039	7084	10	0.8466	30.011
7054	8601	10	0.8331	162.053
7039	8428	10	0.7917	15.994
7084	8342	10	0.9699	-0.000
8342	8590	10	0.8525	14.992
8601	9906	10	0.9717	0.073
8342	10856	10	0.9487	-14.016
7084	8601	10	0.8692	15.995
9205	9460	10	0.7762	15.994
9906	9938	10	0.8392	-1.003
9860	10856	10	0.8759	-30.010
8342	9860	10	0.9133	15.995
7084	15008	10	0.8939	31.990
7829	9460	10	0.788	15.994
7829	9205	10	0.8536	-0.000
10856	15008	10	0.8576	46.006
8590	9843	10	0.9808	-0.000
8342	8553	10	0.9035	-30.010
9843	9860	10	0.8346	1.004
9620	10856	10	0.9677	0.000
7054	9860	10	0.869	162.052
8342	8601	10	0.8787	15.995
8590	15008	10	0.8125	16.999
8342	9620	10	0.9479	-14.016
8590	9620	10	0.8197	-29.007
7084	8553	10	0.8871	-30.011
9620	9843	10	0.8087	29.007
7039	8342	10	0.8521	30.010
7084	9205	10	0.8628	-14.015
8601	10856	10	0.8413	-30.011
7084	7829	10	0.8508	-14.015
7084	10856	10	0.9388	-14.016
8590	8601	10	0.8629	1.004
7084	9860	10	0.8912	15.995
8601	9860	10	0.9693	-0.000
7039	8553	10	0.9464	0.000
12168	14869	12	0.9599	0.000
6487	14869	12	0.9422	55.990
6487	7528	12	0.9434	0.000
4672	14869	12	0.954	-0.000
2400	4672	12	0.9798	0.000
6487	8836	12	0.9853	15.995
20635	20718	13	0.8022	-0.000
11690	20718	13	0.8646	-64.031
11690	20635	13	0.802	-64.031
6992	12402	14	0.9453	15.995
6989	9086	14	0.9683	-0.002
9086	12386	14	0.9262	15.997
6989	9049	14	0.9714	0.000
9049	9086	14	0.967	-0.002
9049	12386	14	0.9246	15.995
6992	9049	14	0.9484	-17.027
6989	6992	14	0.9457	17.027
9040	9086	14	0.9242	-17.028
9049	12402	14	0.8794	33.021
6992	9040	14	0.9496	0.000
6989	12402	14	0.8733	33.021
9040	9049	14	0.9255	-17.027
6992	9143	14	0.9235	-17.064
9086	12402	14	0.8788	33.023
6989	9143	14	0.945	-0.037
9040	12386	14	0.8692	-1.032
12386	12402	14	0.9268	17.026
9040	9143	14	0.9193	-17.064
6989	12386	14	0.9204	15.995
9049	9143	14	0.9435	-0.037
6989	9040	14	0.9195	17.027
6992	9086	14	0.9396	-17.028
9086	9143	14	0.9637	-0.036
9040	12402	14	0.9412	15.995
9393	16284	16	0.8702	31.990
11665	13344	16	0.8994	-14.016
13554	14929	16	0.8808	-0.000
14298	14929	16	0.9016	-14.016
14020	15804	16	0.8516	0.000
17956	18339	16	0.8768	-14.016
17930	18293	16	0.926	0.001
17956	18293	16	0.8962	-486.136
14020	14929	16	0.8662	0.000
15092	16242	16	0.8644	-0.003
13554	18339	16	0.8819	15.995
13113	14929	16	0.8512	-14.016
13344	18339	16	0.8745	31.991
17930	18328	16	0.8645	18.012
9393	11037	16	0.8795	15.994
11037	15092	16	0.8456	15.995
11202	13113	16	0.8786	15.995
7118	19477	16	0.8901	-130.042
11037	11765	16	0.8739	-0.000
17272	18339	16	0.8729	-14.015
13433	15340	16	0.8795	42.010
11665	18264	16	0.9104	31.990
13344	15804	16	0.8519	15.995
11037	13113	16	0.8582	-14.015
15092	16284	16	0.8724	0.000
17930	18264	16	0.8849	486.137
9393	11765	16	0.8411	15.994
17272	18293	16	0.8837	-486.136
13113	18264	16	0.8562	15.995
16284	18264	16	0.8755	-14.016
15340	18264	16	0.8844	-26.015
13433	17272	16	0.8898	15.995
18293	18328	16	0.888	18.011
11665	14298	16	0.9079	15.996
13344	13554	16	0.8476	15.996
14298	17272	16	0.888	15.995
14298	17956	16	0.9091	15.995
