ID1,ID2,EdgeType,Score,Annotation
5438,5439,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
5455,5460,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
5476,5481,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
5495,5498,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
5506,5509,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
5527,5528,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
5565,5570,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
5623,5723,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9807
5623,5723,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9807
5633,5634,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
5633,5646,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9289
5639,5644,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
5654,5655,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
5654,5656,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9294
5655,5656,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9740
5673,5716,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
5675,5676,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
5675,5676,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9820
5759,5761,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
5774,5792,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
5815,5863,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9561
5821,5831,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
5821,5822,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0266
5822,5831,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9822
5822,5831,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9822
5828,5840,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
5828,5840,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9818
5877,5878,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
5888,5901,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6010,6014,MS1 annotation,4.000,[M+H]+ [2M+Na]+ dm/z=394.1965
6014,6021,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9554
6017,6021,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9735
6024,6025,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6026,6027,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
6044,6045,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
6102,6127,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
6102,6128,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9289
6115,6116,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6122,6123,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6127,6128,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9735
6143,6144,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
6171,6175,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
6177,6183,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6190,6195,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9946
6192,6193,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6229,6230,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6235,6242,MS1 annotation,5.000,[M+Na]+ [M+K]+ dm/z=15.9732
6235,6254,MS1 annotation,5.000,[M+NH4]+ [M+K]+ dm/z=20.9284
6235,6246,MS1 annotation,5.000,[2M-2H2O+2H]+2 [M+K]+ dm/z=55.9659
6242,6254,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
6268,6273,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6268,6270,MS1 annotation,5.000,[M+K]+ [M+Na]+ dm/z=15.9747
6313,6314,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6369,6390,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9819
6369,6408,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9556
6390,6408,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9737
6410,6414,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6417,6420,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
