ID1,ID2,EdgeType,Score,Annotation
6736,6748,MS1 annotation,4.000,[M+H]+ [2M+NH4]+ dm/z=491.1062
6738,6743,MS1 annotation,4.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0003
6738,6748,MS1 annotation,4.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0256
6769,6776,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6840,6841,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6878,6880,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
6881,6883,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6892,6899,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
6892,6899,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0264
6894,6895,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6916,6942,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6966,6977,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
6967,6973,MS1 annotation,2.000,[M+K]+ [M+Na]+ dm/z=15.9738
6984,6986,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9814
7032,7039,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
7038,7042,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
7115,7116,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
7159,7165,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
7172,7178,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
7193,7221,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
7234,7235,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
7238,7244,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
7274,7281,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
7274,7281,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
7282,7285,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
7379,7383,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
7441,7442,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0266
7441,7451,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
7448,7466,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
7448,7466,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9818
7487,7488,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
7499,7510,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
7517,7532,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
7520,7528,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
7539,7540,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
7539,7540,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9818
7609,7618,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
7609,7618,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
7648,7650,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
7651,7664,MS1 annotation,4.000,[M+K]+ [2M+Na]+ dm/z=356.2411
7651,7656,MS1 annotation,4.000,[M+H]+ [2M+Na]+ dm/z=394.1965
7656,7664,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9554
7660,7664,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9735
7663,7665,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
7670,7671,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
7690,7691,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
7711,7713,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
7717,7734,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
7733,7739,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
