CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
6042	6165	11	0.9828	179.079
7122	7337	11	0.9951	0.000
6001	6722	11	0.8558	-262.230
6317	7539	11	0.8869	2.016
6095	6322	11	0.838	46.006
6711	6787	11	0.9504	-0.000
6317	7415	11	0.8852	2.016
7188	7337	11	0.9883	0.000
5926	6058	11	0.9044	0.000
6014	6045	11	0.8872	-0.000
6094	7122	11	0.8914	2.016
6030	6095	11	0.7723	-2.016
5957	6001	11	0.915	-2.015
5935	5956	11	0.9316	17.027
6506	6666	11	0.9135	-2.016
6094	7539	11	0.8937	2.016
6088	6262	11	0.7144	-30.995
5863	5902	11	0.8991	162.052
6001	6094	11	0.8654	141.019
5931	6018	11	0.9592	0.000
6709	6945	11	0.8689	-2.015
6187	7540	11	0.8189	0.000
6709	6772	11	0.9019	0.000
5901	6044	11	0.9453	-28.031
6709	6806	11	0.9065	-2.014
6133	6322	11	0.7328	-28.031
6122	6262	11	0.8543	-2.016
7188	7539	11	0.9937	0.000
6133	6387	11	0.7328	-28.032
5902	5924	11	0.9662	0.000
6032	6317	11	0.8469	141.019
6042	6045	11	0.9297	17.027
6124	6187	11	0.8309	-2.016
6020	6042	11	1.0	-0.000
6262	6265	11	0.8548	18.010
5933	5954	11	0.9316	-17.026
6541	6695	11	0.8485	-80.097
6506	6853	11	0.8833	21.985
6905	6907	11	0.9629	-0.000
6044	6192	11	0.9143	-17.027
6094	6892	11	0.8401	2.015
6852	6857	11	0.8643	141.019
5952	6018	11	0.9592	0.000
5952	6044	11	0.962	0.000
6806	6852	11	0.8906	2.015
5991	7516	11	0.824	29.063
6042	6191	11	0.9838	179.079
6020	6191	11	0.9838	179.079
6054	6105	11	0.7927	24.000
5851	6655	11	0.8277	-232.183
6020	6045	11	0.9297	17.026
6030	6262	11	0.7685	21.984
6236	6379	11	0.8873	-2.015
6262	7540	11	0.796	172.014
6095	6182	11	0.8065	24.000
6547	6857	11	0.8692	-0.000
6806	6945	11	0.9268	-0.001
6253	6395	11	0.8443	23.998
5863	5935	11	0.946	-28.031
6133	6157	11	0.7006	18.010
6191	6192	11	0.9236	-17.027
6772	6806	11	0.8312	-2.014
6695	6772	11	0.8527	2.014
5926	6049	11	0.9044	0.000
6351	6649	11	0.9481	-0.008
6506	6695	11	0.8906	21.986
6151	6365	11	0.8459	-2.014
6317	7188	11	0.8833	2.016
5952	6191	11	0.9513	-0.000
6395	6541	11	0.8005	2.017
5778	5804	11	0.7285	-2.016
6123	6183	11	0.8653	-2.016
6094	7337	11	0.8944	2.016
6317	6649	11	0.8194	-234.196
6187	6262	11	0.86	-172.014
6018	6165	11	0.9914	-0.000
5902	6058	11	0.9253	179.080
6649	6711	11	0.9932	-0.000
6095	6122	11	0.8308	26.016
6018	6020	11	0.9826	-179.080
5851	5863	11	1.0	-0.000
6134	6322	11	0.7614	-2.016
5901	6049	11	0.9477	0.000
6095	6317	11	0.8258	172.014
5901	5926	11	0.9517	0.000
5931	6042	11	0.9522	-179.080
6001	6853	11	0.8593	-238.229
5991	7337	11	0.8793	29.063
6541	6728	11	0.8493	-80.098
6122	6124	11	0.9412	172.014
5903	5991	11	0.9404	-28.030
6001	6695	11	0.8541	-238.228
6806	6853	11	0.983	-0.000
6001	6666	11	0.8607	-262.230
5924	6049	11	0.8997	179.080
6030	6122	11	0.799	24.000
7122	7539	11	0.9987	0.000
6852	6945	11	0.8422	-2.016
6124	6649	11	0.8214	-260.212
6182	7540	11	0.8037	172.014
5944	6506	11	0.878	-262.229
6379	6541	11	0.8964	24.000
6001	6317	11	0.8534	141.019
7337	7516	11	0.9323	-0.000
5901	6191	11	0.9411	-28.031
5863	5954	11	0.946	-28.031
5901	6018	11	0.9418	-28.031
5901	5924	11	0.9404	-179.079
5931	6020	11	0.9522	-179.079
6322	6387	11	1.0	-0.000
6892	7337	11	0.9265	0.001
6014	6165	11	0.9344	162.053
6182	6183	11	0.8461	18.010
6728	6772	11	0.856	2.014
5944	7122	11	0.9257	141.020
5901	5952	11	0.9238	-28.031
5902	6042	11	0.928	-28.031
6122	6123	11	0.8938	18.011
5944	7539	11	0.9312	141.020
5851	5954	11	0.9399	-28.031
6123	6167	11	0.9152	-0.000
6772	6857	11	0.8472	141.020
6547	6852	11	0.8611	-141.020
6772	6853	11	0.8597	-2.014
7337	7539	11	0.9965	-0.000
6044	6165	11	0.9896	-0.000
6506	6728	11	0.8793	21.985
6032	6094	11	0.8595	141.019
6253	6722	11	0.8155	-78.084
5957	6892	11	0.8429	141.019
5931	5952	11	1.0	0.000
6014	6018	11	0.9258	162.053
6061	6105	11	0.944	60.021
6892	7188	11	0.9162	0.000
5991	6054	11	0.8928	-2.016
7122	7516	11	0.9351	0.000
6123	6265	11	0.8747	-2.016
6088	6265	11	0.7776	-12.985
6001	6032	11	0.9987	-0.000
7122	7415	11	0.9903	0.000
6001	6728	11	0.8545	-238.229
6728	6806	11	0.988	0.000
6042	6044	11	0.9843	179.080
6014	6192	11	0.8704	145.026
6095	6262	11	0.8072	24.000
5957	6032	11	0.9146	-2.015
7516	7539	11	0.9342	-0.000
6018	6044	11	0.9982	-0.000
5944	7337	11	0.9282	141.020
6572	6722	11	0.8362	-2.016
7188	7415	11	0.9983	0.000
6365	6395	11	0.8523	23.998
6785	6905	11	0.9192	-0.001
6379	6722	11	0.8218	-80.099
6728	6945	11	0.9251	-0.000
6772	6852	11	0.9276	0.001
6351	6787	11	0.912	-0.008
6853	6945	11	0.9285	-0.001
6014	6191	11	0.9363	162.053
5851	5924	11	0.8813	162.052
5804	6157	11	0.7155	193.103
6655	6907	11	0.8772	162.052
5954	5956	11	0.9316	17.027
6183	6262	11	0.8555	-18.010
6018	6042	11	0.9826	-179.080
6151	6395	11	0.8417	21.984
5944	6892	11	0.8858	141.019
6351	6711	11	0.9564	-0.008
5931	6044	11	0.962	0.000
5952	6020	11	0.9522	-179.079
6695	6806	11	0.9795	-0.000
