CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1292	1553	26	0.9196	225.052
2164	2185	26	0.9206	18.010
1289	1401	26	0.9091	18.010
1396	2142	26	0.8672	0.000
1290	1301	26	0.8861	356.111
2338	2589	26	0.9128	-32.026
1521	4154	26	0.8946	-64.036
2755	2875	26	0.8829	181.095
2213	2256	26	0.92	-132.043
1285	1287	26	0.9391	374.121
1799	3461	26	0.8598	0.021
1321	4154	26	0.8479	98.021
1521	2589	26	0.9192	130.022
746	1226	26	0.9486	-14.016
1448	4004	26	0.8718	-208.074
2755	2874	26	0.8476	132.043
2154	2335	26	0.8641	32.026
2178	2875	26	0.9344	356.111
2213	3487	26	0.8925	-142.990
4152	4154	26	0.8485	28.031
1287	1292	26	0.9609	-357.095
1321	3612	26	0.8519	-28.994
2338	3614	26	0.8847	-388.137
1289	3156	26	0.9128	0.000
1285	1301	26	0.9196	391.148
1226	1521	26	0.9166	180.068
2164	2168	26	0.9207	-423.174
4004	4154	26	0.9073	0.000
2142	2335	26	0.974	0.000
1256	1553	26	0.8463	-149.033
1256	1292	26	0.92	-374.085
2338	5256	26	0.841	-260.214
2335	3130	26	0.8742	-46.042
647	879	27	0.9198	-0.000
862	879	27	0.863	-17.027
3519	3760	31	0.9078	-26.017
641	1026	31	0.9394	1.980
1859	1905	31	0.9315	2.016
2180	2209	31	0.9128	14.016
3317	4416	31	0.8803	1.979
1857	1923	31	0.8856	2.015
3519	3641	31	0.9165	-12.000
1620	2230	31	0.9712	1.977
3641	3760	31	0.9686	-14.017
2180	3643	31	0.8679	-247.193
1026	4418	31	0.8535	18.010
1412	1695	31	0.9036	-2.013
1491	4418	31	0.9049	1.979
1857	2149	31	0.9641	-14.018
2149	4418	31	0.9313	0.001
951	2230	31	0.8451	2.015
3641	3643	31	0.9148	-265.205
2159	4418	31	0.8908	295.217
1491	2149	31	0.9588	1.979
3317	4415	31	0.929	15.995
999	1857	31	0.8837	-16.031
641	661	31	0.8678	0.036
2180	4415	31	0.898	18.012
1695	1925	31	0.944	-14.016
1620	1979	31	0.9362	15.995
3643	4415	31	0.8709	265.205
1923	1979	31	0.8571	-15.995
1857	4418	31	0.9068	-14.017
2149	4417	31	0.8621	14.016
1857	1859	31	0.8791	-281.198
1857	2180	31	0.8644	-2.018
1695	3641	31	0.8792	180.062
2149	2159	31	0.8903	-295.216
3318	3330	31	0.8839	39.959
2148	2149	31	0.8588	-0.173
3760	4416	31	0.8903	0.001
1412	1857	31	0.9267	162.054
804	1026	31	0.9461	-14.015
3519	4415	31	0.8772	-12.000
1857	1905	31	0.8613	-279.182
3641	4415	31	0.932	0.000
1923	1926	31	0.8775	-279.183
1044	1273	31	0.9186	15.994
1026	2149	31	0.8465	18.009
1044	1620	31	0.8694	162.053
3317	3641	31	0.9782	15.995
4417	4418	31	0.8527	-14.016
1491	1857	31	0.9768	15.996
2180	3641	31	0.9441	18.012
1412	1673	31	0.9611	-14.014
3643	3644	31	0.9395	-265.204
1905	1926	31	0.8972	2.015
1673	3617	31	0.8607	180.062
1673	1925	31	0.8618	-2.016
1695	4415	31	0.8485	180.062
1923	2180	31	0.8746	-4.033
1925	3760	31	0.8924	180.061
3317	3318	31	0.9186	-281.199
951	2149	31	0.8801	15.994
3519	4416	31	0.851	-26.016
1491	1493	31	0.9246	-297.194
2148	4418	31	0.8462	-0.173
4415	4416	31	0.8959	-14.016
3760	4415	31	0.9334	14.017
951	1026	31	0.8423	-2.015
641	804	31	0.9601	15.996
641	1491	31	0.8671	18.011
1673	2149	31	0.9176	162.051
1491	4417	31	0.8543	15.995
999	1923	31	0.8628	-14.015
3641	4416	31	0.9062	-14.016
804	1923	31	0.8432	20.027
1673	4418	31	0.8928	162.051
1695	2180	31	0.9411	162.050
3317	3760	31	0.9672	1.978
2149	3617	31	0.8767	18.011
3317	3519	31	0.9128	27.995
804	1857	31	0.8501	18.011
