	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
147983	5359	113	Shikimates and Phenylpropanoids	0.25	Flavonoids	0.16666666666666666	Flavonols	0.08333333333333333	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q411602	IBGBGRVKPALMCQ-UHFFFAOYSA-N	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H	O=Cc1ccc(O)c(O)c1	C7H6O3	pos_1_1proton1methanol	138.031694052	3,4-Dihydroxybenzaldehyde	IBGBGRVKPALMCQ	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	http://www.wikidata.org/entity/Q1339284	Ranunculus sceleratus	747491.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Ranunculeae']	['Ranunculus']	['Ranunculus sceleratus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	1	6.5	1
147976	5358	113	Shikimates and Phenylpropanoids	0.25	Flavonoids	0.16666666666666666	Flavonols	0.08333333333333333	4.0	0.20880663	ISDB	http://www.wikidata.org/entity/Q75064748	DBLLZDYDAFRZEE-SJIRYBADSA-N	InChI=1S/C8H12O5/c1-4(9)8-6(12-5(2)10)3-7(11)13-8/h4,6,8-9H,3H2,1-2H3/t4-,6+,8-/m0/s1	CC(=O)O[C@@H]1CC(=O)O[C@H]1[C@H](C)O	C8H12O5		188.068473484	(4R,5S)-4-Acetoxy-5-[(S)-1-hydroxyethyl]-4,5-dihydrofuran-2(3H)-one	DBLLZDYDAFRZEE				http://www.wikidata.org/entity/Q1415446	Tapinella atrotomentosa	834577.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Boletales']	['Tapinellaceae']	['Unknown']	['Tapinella']	['Tapinella atrotomentosa']		['Eukaryota']									1	0	1.8352265357971191	1
145880	5357	76	Shikimates and Phenylpropanoids	0.6527777777777778	Flavonoids	0.6527777777777778	Flavonols	0.5694444444444444	9.0	0.81688005	ISDB	http://www.wikidata.org/entity/Q409478	REFJWTPEDVJJIY-UHFFFAOYSA-N	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C15H10O7		302.04265266	Quercetin	REFJWTPEDVJJIY	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q160578	Euonymus alatus	601141.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Euonymus']	['Euonymus alatus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']		['Euonymus']		7	3	11.767520189285278	1
145858	5355	76	Shikimates and Phenylpropanoids	0.6527777777777778	Flavonoids	0.6527777777777778	Flavonols	0.5694444444444444	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q415011	IQPNAANSBPBGFQ-UHFFFAOYSA-N	InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C15H10O6	pos_1_1proton	286.04773804	Luteolin	IQPNAANSBPBGFQ	Shikimates and Phenylpropanoids	Flavonoids	Flavones	http://www.wikidata.org/entity/Q4266321	Clematis hexapetala	226633.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Anemoneae']	['Clematis']	['Clematis hexapetala']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Anemoneae']	['Clematis']		8	2	9.0	1
145826	5354	252	Shikimates and Phenylpropanoids	0.3333333333333333	Triterpenoids	0.3333333333333333	Cinnamic acids and derivatives	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27287973	CAIGUMKGQLGFBR-PZTMCFHLSA-N	InChI=1S/C21H20O10/c1-30-16-10-12(4-8-15(16)23)5-9-17(24)31-18(19(25)26)21(29,20(27)28)11-13-2-6-14(22)7-3-13/h2-10,18,22-23,29H,11H2,1H3,(H,25,26)(H,27,28)/b9-5+/t18-,21-/m1/s1	COc1cc(/C=C/C(=O)O[C@H](C(=O)O)[C@](O)(Cc2ccc(O)cc2)C(=O)O)ccc1O	C21H20O10	pos_1_1proton	432.1056468399999	Cimicifugic acid E	CAIGUMKGQLGFBR	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q682257	Actaea racemosa	512702.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Cimicifugeae']	['Actaea']	['Actaea racemosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
145830	5354	252	Shikimates and Phenylpropanoids	0.3333333333333333	Triterpenoids	0.3333333333333333	Cinnamic acids and derivatives	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27261294	WBGMKAAMRFEBHK-PZTMCFHLSA-N	InChI=1S/C21H20O10/c1-30-16-8-4-12(10-15(16)23)5-9-17(24)31-18(19(25)26)21(29,20(27)28)11-13-2-6-14(22)7-3-13/h2-10,18,22-23,29H,11H2,1H3,(H,25,26)(H,27,28)/b9-5+/t18-,21-/m1/s1	COc1ccc(/C=C/C(=O)O[C@H](C(=O)O)[C@](O)(Cc2ccc(O)cc2)C(=O)O)cc1O	C21H20O10	pos_1_1proton	432.1056468399999	Cimicifugic acid F	WBGMKAAMRFEBHK	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q682257	Actaea racemosa	512702.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Cimicifugeae']	['Actaea']	['Actaea racemosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
144868	5352	301	Shikimates and Phenylpropanoids	0.6428571428571429	Flavonoids	0.42857142857142855	Flavan-3-ols	0.42857142857142855	1.0	0.64883184	ISDB	http://www.wikidata.org/entity/Q51617472	PFTAWBLQPZVEMU-UHFFFAOYSA-N	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	C15H14O6		290.07903816799995	L-Epicatechin	PFTAWBLQPZVEMU	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols	http://www.wikidata.org/entity/Q4753990	Delphinium andersonii	591156.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Delphinieae']	['Delphinium']	['Delphinium andersonii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	10.095327377319336	1
144843	5350	-1							2.0	0.60307825	ISDB	http://www.wikidata.org/entity/Q105123809	JAKAZHIACKJNNB-RTBURBONSA-N	InChI=1S/C19H34O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(21)15-19(22)16-23-17(2)20/h1,18-19,21-22H,4-16H2,2H3/t18-,19-/m1/s1	C#CCCCCCCCCCCC[C@@H](O)C[C@@H](O)COC(C)=O	C19H34O4		326.24570956799994	(2R,4R)-1-Acetoxy-16-heptadecyne-2,4-diol	JAKAZHIACKJNNB	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q37153	Persea americana	913249.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Laurales']	['Lauraceae']	['Unknown']	['Persea']	['Persea americana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.412312984466553	1
144793	5338	50	Terpenoids	0.36666666666666664	Monoterpenoids	0.25	Iridoids monoterpenoids	0.15	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105278334	USMYUFNGIMZGOD-VVYIQUKOSA-N	InChI=1S/C32H56O14/c1-29(2)17-6-10-31(4)18(30(17,3)9-8-19(29)44-27-25(40)23(38)21(36)15(12-33)42-27)7-11-32(5,46-31)20(14-35)45-28-26(41)24(39)22(37)16(13-34)43-28/h15-28,33-41H,6-14H2,1-5H3/t15-,16-,17-,18+,19-,20+,21-,22-,23+,24+,25-,26-,27+,28+,30-,31+,32-/m1/s1	CC1(C)[C@H]2CC[C@]3(C)O[C@@](C)([C@H](CO)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@H]3[C@]2(C)CC[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C32H56O14	pos_2_2sodium	664.367006472	Microtropioside C	USMYUFNGIMZGOD	Terpenoids	Diterpenoids		http://www.wikidata.org/entity/Q11086235	Microtropis japonica	828316.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Microtropis']	['Microtropis japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	1	6.5	1
144794	5338	50	Terpenoids	0.36666666666666664	Monoterpenoids	0.25	Iridoids monoterpenoids	0.15	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105272622	UGXGNDFGUYJPTJ-SVVOPOECSA-N	InChI=1S/C32H56O14/c1-29(2)17-6-10-31(4)18(30(17,3)9-8-20(29)45-28-26(41)24(39)22(37)16(13-34)44-28)7-11-32(5,46-31)19(35)14-42-27-25(40)23(38)21(36)15(12-33)43-27/h15-28,33-41H,6-14H2,1-5H3/t15-,16-,17-,18+,19+,20-,21-,22-,23+,24+,25-,26-,27-,28+,30-,31+,32-/m1/s1	CC1(C)[C@H]2CC[C@]3(C)O[C@@](C)([C@@H](O)CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@H]3[C@]2(C)CC[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C32H56O14	pos_2_2sodium	664.367006472	Microtropioside D	UGXGNDFGUYJPTJ	Terpenoids	Diterpenoids		http://www.wikidata.org/entity/Q11086235	Microtropis japonica	828316.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Microtropis']	['Microtropis japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	1	6.5	1
144791	5337	972	Alkaloids	0.5	Tyrosine alkaloids	0.5	Aporphine alkaloids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q74417240	WKHHFWJJIRCXHA-INIZCTEOSA-N	InChI=1S/C22H28NO4/c1-23(2)8-7-13-10-19(26-5)22(27-6)21-15-12-18(25-4)17(24-3)11-14(15)9-16(23)20(13)21/h10-12,16H,7-9H2,1-6H3/q+1/t16-/m0/s1	COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)[N+](C)(C)CC3	C22H28NO4+	pos_1_minus1proton1calcium	370.20128479609	(6aS)-1,2,9,10-tetramethoxy-6,6-dimethyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-6-ium	WKHHFWJJIRCXHA	Alkaloids	Tyrosine alkaloids	Aporphine alkaloids	http://www.wikidata.org/entity/Q13268229	Isopyrum thalictroides	949657.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Unknown']	['Isopyrum']	['Isopyrum thalictroides']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
144777	5336	264	Fatty acids	0.5217391304347826	Fatty acyls	0.30434782608695654	Fatty aldehydes	0.21739130434782608	8.0	0.3703661	ISDB	http://www.wikidata.org/entity/Q115947711	FHSVMYDBGPVTTJ-UHFFFAOYSA-N	InChI=1S/C27H48O3/c1-16(2)14-24(29)25(30)17(3)21-8-9-22-20-7-6-18-15-19(28)10-12-26(18,4)23(20)11-13-27(21,22)5/h16-25,28-30H,6-15H2,1-5H3	CC(C)CC(O)C(O)C(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	C27H48O3		420.360345396	(3alpha,5alpha,22R,23R)-Cholestane-3,22,23-triol	FHSVMYDBGPVTTJ	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.481464385986328	1
144775	5335	179	Terpenoids	0.13636363636363635	Monoterpenoids	0.13636363636363635	Monocyclic monoterpenoids	0.09090909090909091	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105032537	HRAKXIGVAPGHEW-XHHYMNQSSA-N	InChI=1S/C21H36O10/c1-10(2)5-16(24)31-15-6-12(11(3)7-22)13(21(15,4)28)9-29-20-19(27)18(26)17(25)14(8-23)30-20/h10,12-15,17-20,22-23,25-28H,3,5-9H2,1-2,4H3/t12-,13+,14-,15+,17-,18+,19-,20-,21+/m1/s1	C=C(CO)[C@H]1C[C@H](OC(=O)CC(C)C)[C@@](C)(O)[C@H]1CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C21H36O10	pos_1_1sodium	448.23084735199984	Patrinioside	HRAKXIGVAPGHEW	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q17434626	Patrinia scabra	68239.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Patrinia']	['Patrinia scabra']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	2	7.0	1
144774	5329	520	Terpenoids	0.625	Monoterpenoids	0.625	Iridoids monoterpenoids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105251825	SFLJKERWIWKVDG-TVAJMVSCSA-N	InChI=1S/C16H26O10/c1-15(22)7-5-24-14(21)16(2,23)6(7)3-9(15)26-13-12(20)11(19)10(18)8(4-17)25-13/h6-13,17-20,22-23H,3-5H2,1-2H3/t6-,7-,8+,9-,10+,11-,12+,13-,15-,16-/m0/s1	C[C@@]1(O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]2[C@@H]1COC(=O)[C@@]2(C)O	C16H26O10	pos_1_1proton1ethylamine	378.152597032	(4S,4aS,6S,7S,7aR)-4,7-dihydroxy-4,7-dimethyl-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-3-one	SFLJKERWIWKVDG	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q17434626	Patrinia scabra	68239.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Patrinia']	['Patrinia scabra']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
144741	5327	298	Terpenoids	0.5	Triterpenoids	0.3333333333333333	Cycloartane triterpenoids	0.3333333333333333	11.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105170615	MRIKBOXTIUZMQS-VPFAIBSMSA-N	InChI=1S/C37H60O8/c1-9-42-32(5,6)29-22-16-20(2)28-33(7)14-15-36-19-35(36)13-12-25(43-30-27(40)26(39)21(38)17-41-30)31(3,4)23(35)10-11-24(36)34(33,8)18-37(28,44-22)45-29/h20-30,38-40H,9-19H2,1-8H3/t20-,21-,22-,23+,24+,25+,26+,27-,28-,29+,30+,33-,34+,35-,36+,37-/m1/s1	CCOC(C)(C)[C@H]1O[C@]23C[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)[C@@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)[C@H]2[C@H](C)C[C@H]1O3	C37H60O8	pos_2_1iron	632.42881888	(2S,3R,4S,5R)-2-[[(1R,3S,4S,7R,9S,12R,14S,17R,18R,19R,21R,22S)-22-(2-ethoxypropan-2-yl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18.03,17.04,14.07,12.012,14]tetracosan-9-yl]oxy]oxane-3,4,5-triol	MRIKBOXTIUZMQS	Terpenoids	Triterpenoids	Cycloartane triterpenoids	http://www.wikidata.org/entity/Q3338312	Actaea asiatica	462241.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Cimicifugeae']	['Actaea']	['Actaea asiatica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
144705	5326	280	Shikimates and Phenylpropanoids	0.65	Lignans	0.65	Neolignans	0.6	1.0	0.39513153	ISDB	http://www.wikidata.org/entity/Q105176810	NBJKTAQUPAAPLZ-VOJFVSQTSA-N	InChI=1S/C19H22O5/c1-11-14-8-12(6-7-20)9-17(23-3)19(14)24-18(11)13-4-5-15(21)16(10-13)22-2/h4-5,8-11,18,20-21H,6-7H2,1-3H3/t11-,18-/m0/s1	COc1cc([C@H]2Oc3c(OC)cc(CCO)cc3[C@@H]2C)ccc1O	C19H22O5		330.1467238039999	rel-(2R,3R)-2,3-Dihydro-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-3-methyl-5-benzofuranethanol	NBJKTAQUPAAPLZ	Shikimates and Phenylpropanoids	Lignans	Neolignans	http://www.wikidata.org/entity/Q2724976	Myristica fragrans	710320.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Myristicaceae']	['Unknown']	['Myristica']	['Myristica fragrans']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.080526113510132	1
144701	5322	91	Shikimates and Phenylpropanoids	0.7636363636363637	Flavonoids	0.7454545454545455	Flavonols	0.5818181818181818	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105218081	QBXRXORKIXERDE-JJPYBHRJSA-N	InChI=1S/C42H46O25/c43-11-23-28(52)32(56)35(59)40(62-23)60-16-9-21(50)27-22(10-16)61-36(15-3-5-18(47)20(49)8-15)37(31(27)55)66-42-39(34(58)30(54)25(13-45)64-42)67-41-38(33(57)29(53)24(12-44)63-41)65-26(51)6-2-14-1-4-17(46)19(48)7-14/h1-10,23-25,28-30,32-35,38-50,52-54,56-59H,11-13H2/b6-2+/t23-,24+,25+,28+,29+,30+,32-,33-,34-,35+,38-,39-,40+,41-,42-/m0/s1	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O[C@@H]2[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O[C@@H]5O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	C42H46O25	pos_1_1proton1ammonium	950.232816972	[(2S,3S,4S,5S,6R)-2-[(2S,3S,4S,5S,6R)-2-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-7-[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	QBXRXORKIXERDE	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15376226	Ranunculus biternatus	692884.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Ranunculeae']	['Ranunculus']	['Ranunculus biternatus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
144634	5318	76	Shikimates and Phenylpropanoids	0.6527777777777778	Flavonoids	0.6527777777777778	Flavonols	0.5694444444444444	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104197482	SOSLMHZOJATCCP-UHFFFAOYSA-N	InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3	CC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	C21H20O10	pos_1_1proton	432.10564684	Kaempferol-3-O-rhamnoside	SOSLMHZOJATCCP	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q17240631	Parnassia kotzebuei	913623.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Parnassia']	['Parnassia kotzebuei']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	3	7.5	1
144646	5318	76	Shikimates and Phenylpropanoids	0.6527777777777778	Flavonoids	0.6527777777777778	Flavonols	0.5694444444444444	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105032335	HQNOUCSPWAGQND-MQNNAEJASA-N	InChI=1S/C21H20O10/c1-8-15(24)17(26)19(28)21(29-8)30-11-6-12(23)14-13(7-11)31-20(18(27)16(14)25)9-2-4-10(22)5-3-9/h2-8,15,17,19,21-24,26-28H,1H3/t8-,15-,17-,19+,21-/m0/s1	C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H](O)[C@H]1O	C21H20O10	pos_1_1proton	432.10564684	3,5-dihydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	HQNOUCSPWAGQND	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15372362	Delphinium formosum	3944990.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Delphinieae']	['Delphinium']	['Delphinium formosum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
144654	5318	76	Shikimates and Phenylpropanoids	0.6527777777777778	Flavonoids	0.6527777777777778	Flavonols	0.5694444444444444	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105211782	PMWOCSJXZDDAPR-IARDODDQSA-N	InChI=1S/C21H20O10/c1-8(22)19-17(27)18(28)21(31-19)29-11-6-12(24)14-13(7-11)30-20(16(26)15(14)25)9-2-4-10(23)5-3-9/h2-8,17-19,21-24,26-28H,1H3/t8-,17-,18+,19+,21+/m0/s1	C[C@H](O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H]1O	C21H20O10	pos_1_1proton	432.1056468399998	7-[(2S,3R,4S,5R)-3,4-dihydroxy-5-[(1S)-1-hydroxyethyl]oxolan-2-yl]oxy-3,5-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	PMWOCSJXZDDAPR	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q4093591	Aconitum orientale	586781.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Delphinieae']	['Aconitum']	['Aconitum orientale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
144698	5318	76	Shikimates and Phenylpropanoids	0.6527777777777778	Flavonoids	0.6527777777777778	Flavonols	0.5694444444444444	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105189108	OBPMSXUPNDBUII-GLYWERGQSA-N	InChI=1S/C21H20O10/c1-8-15(24)20(28)31-21(16(8)25)29-11-6-12(23)14-13(7-11)30-19(18(27)17(14)26)9-2-4-10(22)5-3-9/h2-8,15-16,20-25,27-28H,1H3/t8-,15-,16-,20-,21-/m1/s1	C[C@@H]1[C@@H](O)[C@H](O)O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@@H]1O	C21H20O10	pos_1_1proton	432.10564684	3,5-dihydroxy-2-(4-hydroxyphenyl)-7-[(2R,3R,4R,5R,6R)-3,5,6-trihydroxy-4-methyloxan-2-yl]oxychromen-4-one	OBPMSXUPNDBUII	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q4093582	Aconitum baicalense	1014257.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Delphinieae']	['Aconitum']	['Aconitum baicalense']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	7.5	1
